CourseName,Description,Mean,subject
CI 421,"Credit: 3 hours.
Course Description: Studies the principles and practices of using play as an educational tool in early childhood education; reviews historical, philosophical, and psychological foundations of nursery-kindergarten methods; assesses techniques relating play to various aspects of instruction; surveys materials and equipment; and presents methods of classroom evaluation.
Prerequisite: CI 420; admission to the Early Childhood Teacher Education Program. Concurrent enrollment in EDPR 420 and EDPR 438; credit or concurrent registration in EDPR 250, section EC.",3.5558333333333336,CI
ECE 101,"Credit: 3 hours.
Course Description: Principles and processes for the development of information technologies: digital music, digital images, digital logic, data compression, error correction, information security, and communication networks. Laboratory for design of hardware and software, and experiments in audio and image processing. Intended for students outside the College of Engineering.
",3.140827067669173,ECE
ECE 411,"Credit: 4 hours.
Course Description: Basic computer organization and design: integer and floating-point computer arithmetic; control unit design; pipelining; system interconnect; memory organization; I/O design; reliability and performance evaluation. Laboratory for computer design implementation, simulation, and layout.
Prerequisite: ECE 391, CS 241 or CS 341.",2.9865488656195462,ECE
ARTD 225,"Credit: 3 hours.
Course Description: Introduction to rapid drawing methods and tools used by designers. Focuses on theory and application of orthographic and perspective drawing for communication of design ideas.
Prerequisite: Industrial Design majors must have completed the First-Year Curriculum in Art & Design. Industrial Design majors must have concurrent registration in ARTD 201. Sustainable Design majors are restricted by sophomore standing.",3.117793427230047,ARTD
HDFS 220/ANTH 210,"Credit: 3 hours.
Course Description: Explores economic, political, cultural and social factors affecting families in different countries; examines variations among families in developed and developing nations and their historical, political and cultural contexts.
",3.3830147737765466,HDFS
CINE 361,,3.032380952380952,CINE
ECE 290,,2.869923871669386,ECE
LER 590,"Credit: 0 TO 8 hours.
Course Description: Students in labor and industrial relations may register for this unit with the consent of the curriculum adviser and the adviser under whom the student will perform individual study or research. Such individual work may include special study in a subject matter for which no course is available or an individual research project, including on-the-job research in industry, which is not being undertaken for a thesis.
",3.953983739837398,LER
CHBE 476,"Credit: 3 hours.
Course Description: Investigates the critical roles the transports of mass, energy and momentum play in the function of living systems at varied levels (e.g., cells , tissues, and organs) and time scales. Transport phenomena are also central to the design and operation of devices for biological research, imaging, biochemical processes, and therapeutic interventions including drug delivery, gene therapy and tissue engineering. Students will explore conservation laws of mass, energy, and momentum to mathematically describe cell and molecular biology, immunology, physiology and biomedical engineering systems.
",3.647168508287293,CHBE
HIST 372,,3.50268656716418,HIST
PHYS 570,,3.743846153846154,PHYS
AE 433,"Credit: 3 OR 4 hours.
Course Description: Fundamentals of rocket and airbreathing jet propulsion devices electric propulsion; prediction of thrust, combustion reactions, specific fuel consumption, and operating performance; ramjets; turbojets; turbofans; turboprops; aerothermodynamics of inlets, combustors, and nozzles; compressors, turbines; component matching, fundamentals of electrothermal, electromagnetic elastostatis thrusters, and solar sails.
Prerequisite: AE 312 and PHYS 212.",3.2022985957132297,AE
CHLH 510,,3.869130434782608,CHLH
FSHN 595,"Credit: 1 to 4 hours.
Course Description: Studies of selected topics in Food Science. Study may be on specialized topics in any one of the following fields: food chemistry, food microbiology, nutrition, food processing/engineering. Lectures and/or laboratory.
Prerequisite: Graduate level status or consent of instructor.",3.789,FSHN
ANTH 466,,3.762380952380952,ANTH
MBA 505,,3.7355905511811023,MBA
CI 406,"Credit: 3 hours.
Course Description: Course examines teaching in the elementary grades. Students will focus on a number of related topics, including classroom management, instructional design, personal and professional attributes of effective teachers, and multicultural perspectives. Coursework is integrated with field assignments in public elementary schools.
Prerequisite: CI 405; admission to the Elementary Teacher Education Program.",3.785526024363234,CI
CEE 201,"Credit: 3 hours.
Course Description: Introduction to the formulation and solution of civil engineering problems. Major topics: engineering economy, mathematical modeling, and optimization. Application of techniques, including classical optimization, linear and nonlinear programming, network theory, critical path methods, simulation, decision theory, and dynamic programming to a variety of civil engineering problems.
Prerequisite: MATH 231; CS 101; credit or concurrent registration in MATH 225 or MATH 415 or MATH 257.",3.1610404191616763,CEE
