YearTerm,Primary Instructor,CourseFull,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
2023-sp,"McCarthy, Cameron R",EPOL 523,0,23,1,1,0,0,0,0,0,0,0,0,0,0
2023-sp,"Herrera, Linda",EPOL 525,5,50,6,0,0,0,0,0,0,0,1,0,0,0
2023-sp,"Capino, Jose B",ENGL 273/MACS 273,5,7,5,5,0,0,0,0,0,0,0,0,0,1
2023-sp,"Freeburg, Christopher C",ENGL 259/AFRO 259/CWL 259,7,15,7,1,0,0,0,0,0,0,0,0,0,0
2023-sp,"Jones, Jamie L",ENGL 250,2,18,9,0,1,0,0,0,0,0,0,0,1,0
2023-sp,"Pacheco, Hilary",ENGL 245/CWL 267,3,5,3,3,2,3,2,1,0,0,0,0,1,0
2023-sp,"Mason, Terrence C",EDUC 201,12,73,10,5,4,1,0,1,0,0,1,0,6,0
2023-sp,"Wilson, Asif J",EDUC 202,36,70,7,2,3,0,0,1,0,0,1,0,3,0
2023-sp,"Franks, Suzanne C",EIL 411,1,18,0,1,0,0,0,0,0,0,0,0,1,0
2023-sp,"Sadler, Randall W",EIL 445,5,13,6,1,0,0,0,0,0,0,0,0,0,1
2023-sp,"Franks, Suzanne C",EIL 488,10,8,3,0,0,1,0,0,0,0,0,0,0,0
2023-sp,"Montagner Marti, Aldo",ENG 111,5,17,7,4,0,2,1,0,0,0,0,0,0,0
2023-sp,"Tempel, Dana M",ENG 211,28,4,3,0,2,0,0,0,1,0,0,1,0,1
2023-sp,"Nunes, Alison C",ENG 377,0,28,0,0,1,0,0,0,0,0,0,0,0,0
2023-sp,"Kolar, Alexandra F",ENG 398,0,11,0,0,7,0,0,3,0,0,3,0,1,0
2023-sp,"Abelson, John R",ENG 471,9,18,6,5,6,0,0,1,0,0,0,0,0,0
2023-sp,"Abelson, John R",ENG 571,8,17,2,0,1,0,0,0,0,0,0,0,0,1
2023-sp,"Beckman, Mattox A",ENG 598,0,16,0,0,3,0,0,8,0,0,1,0,0,0
2023-sp,"Claborn, John P",ENGL 104/MACS 104,8,41,5,1,0,2,1,0,0,0,0,0,1,0
2023-sp,"Hansen, James A",ENGL 104/MACS 104,1,12,9,2,3,1,1,0,1,0,0,0,0,0
2023-sp,"Millen, Victoria R",ENGL 109,3,3,5,3,4,1,1,0,0,0,0,0,3,0
2023-sp,"Morrow, Meg S",ENGL 115,1,16,4,2,1,3,0,0,0,0,0,0,0,0
2023-sp,"Baron, Iryce W",ENGL 119/CWL 119,3,8,2,6,1,0,0,0,0,1,0,0,0,0
2023-sp,"Littlefield, Melissa M",ENGL 120,0,18,0,1,0,1,0,2,0,0,0,0,2,0
2023-sp,"Gilmore, Shawn P",ENGL 200,0,7,8,1,3,1,0,0,2,0,0,0,1,0
2023-sp,"Stoppino, Eleonora",ENGL 202/CWL 253/MDVL 201,0,20,5,3,2,0,0,1,0,0,0,0,0,0
2023-sp,"Gray, Catharine E",ENGL 204/CWL 255,1,4,13,4,4,0,0,1,0,0,0,0,0,0
2023-sp,"Newcomb, Lori H",ENGL 218,0,7,8,4,1,0,1,0,0,0,0,0,1,0
2023-sp,"Stevens, Andrea",ENGL 218,4,18,5,2,0,0,0,0,0,0,0,0,0,0
2023-sp,"Kang, Hyun-Sook",EPOL 528,0,34,1,1,0,0,0,0,0,0,0,0,0,0
2023-sp,"Nelson, Jennifer L",EPOL 531,0,22,2,0,1,0,0,1,0,0,0,0,0,0
2023-sp,"Flores, Osly J",EPOL 540,0,25,2,0,1,0,0,0,0,0,0,0,0,0
2023-sp,"Taylor, Mark",FAA 330,0,22,5,3,0,2,0,2,0,0,0,0,1,0
2023-sp,"Dyer, Michael A",FIN 221,5,227,84,51,60,12,10,12,2,2,1,0,1,0
2023-sp,"Raskie, Sterling",FIN 221,0,173,39,26,24,10,3,3,3,4,1,0,2,0
2023-sp,"McChristian, Lynne P",FIN 230,0,121,63,17,15,11,7,4,2,1,3,2,3,0
2023-sp,"Perkins, Scott E",FIN 241,3,91,27,8,15,5,4,0,0,0,0,0,1,1
2023-sp,"Marcinkowski, Matthew M",FIN 300,11,19,15,5,14,2,1,3,0,0,0,0,0,0
2023-sp,"Peters, Stephen R",FIN 300,10,6,8,5,9,8,8,6,1,2,2,1,6,3
2023-sp,"Smith, Mark K",FIN 300,5,7,10,7,14,8,5,4,4,2,1,2,0,0
2023-sp,"Fonseca, Julia",FIN 321,4,49,15,14,20,6,2,7,1,0,0,1,0,0
2023-sp,"Xu, Qiping",FIN 321,5,7,2,6,3,1,0,0,0,0,0,0,0,0
2023-sp,"Smith, Mark K",FIN 380,14,4,2,0,3,1,0,2,0,0,0,0,0,0
2023-sp,"Excell, Richard O",FIN 392,0,37,0,0,1,0,0,0,0,0,0,0,0,0
2023-sp,"McChristian, Lynne P",FIN 393,0,25,0,3,1,0,0,0,0,0,0,0,0,0
2023-sp,"Hart, Julia A",FIN 394,0,42,0,0,1,0,0,0,0,0,0,0,0,0
2023-sp,"Peterson, Paul E",FIN 412,18,12,9,5,10,3,6,3,3,0,3,0,1,1
2023-sp,"Brobst, Charles",FIN 418,3,13,4,6,1,1,1,1,1,0,0,0,0,0
2023-sp,"Excell, Richard O",FIN 419,2,8,10,5,3,2,0,0,0,0,0,0,0,0
2023-sp,"Krueger, George J",FIN 423,13,54,39,10,0,1,0,0,0,0,0,0,0,1
2023-sp,"Brobst, Charles",FIN 432,6,23,4,1,1,0,0,0,0,0,0,0,0,0
2023-sp,"Raskie, Sterling",FIN 434,0,59,5,3,0,0,0,0,0,0,0,0,0,0
2023-sp,"Brown, Darwin F",FIN 435,0,28,5,6,7,2,4,3,2,0,0,0,0,0
2023-sp,"Raskie, Sterling",FIN 435,0,39,18,4,2,0,1,0,0,0,0,0,1,0
2023-sp,"Perkins, Scott E",FIN 443,4,26,7,4,8,3,0,0,0,0,0,0,0,0
2023-sp,"Rendak, Arthur H",FIN 446,14,15,12,9,7,4,0,1,0,0,0,0,0,0
2023-sp,"Benson, Eric",FAA 431,1,7,4,3,2,4,0,2,0,0,0,0,0,0
2023-sp,"Allen, Betty J",FAA 202,50,30,3,2,4,2,0,1,0,1,1,0,0,0
2023-sp,"Bruno, Paul A",EPOL 542,0,19,5,1,1,0,0,0,0,0,0,0,1,0
2023-sp,"Russell, Tyran",FAA 201,14,8,8,7,3,1,1,1,0,0,0,0,0,0
2023-sp,"Li, Jie",EPOL 570,0,39,0,0,1,0,0,1,0,0,0,0,0,1
2023-sp,"Flesher, Jeffrey W",EPOL 576,0,32,1,0,0,0,0,0,0,0,0,0,1,0
2023-sp,"Gladstone, Jessica R",EPSY 201,77,68,7,8,9,0,0,1,0,0,1,0,2,1
2023-sp,"Heimpel, Nicholas F",EPSY 220,6,13,1,1,0,1,0,0,0,1,1,0,1,0
2023-sp,"Rhoades, Kathryn L",EPSY 220,5,6,6,1,3,1,0,0,0,0,0,0,2,0
2023-sp,"Rounds, James",EPSY 220,9,5,3,1,1,0,0,1,0,1,0,1,1,0
2023-sp,"Zarkada, Simoni",EPSY 220,0,16,1,1,3,1,1,1,0,0,0,0,0,0
2023-sp,"Kinderman, Lisa",EPSY 420/PSYC 420,0,46,26,4,5,3,0,4,2,0,0,0,6,0
2023-sp,"Kartal, Gamze",EPSY 480,0,27,2,0,4,2,0,0,0,0,1,0,2,0
2023-sp,"Zhang, Jinming",EPSY 480,3,22,2,4,3,0,0,2,0,0,0,0,0,0
2023-sp,"Xia, Yan",EPSY 581/PSYC 581,16,10,0,0,1,1,0,0,0,1,0,0,0,0
2023-sp,"Anderson, Carolyn J",EPSY 587/PSYC 587/STAT 587,0,22,0,2,5,1,0,0,0,0,0,0,0,0
2023-sp,"Taylor, Rebecca M",ERAM 572,5,14,1,1,1,0,0,0,0,0,0,0,0,0
2023-sp,"Lindgren, Samantha A",ERAM 581,2,24,0,0,1,0,0,0,0,0,0,0,0,0
2023-sp,"Kanter, Robert E",ESE 311/ATMS 311,3,14,7,2,2,0,0,0,2,0,0,0,0,0
2023-sp,"Sivapalan, Murugesu",ESE 320/GEOG 370/GEOL 370,2,3,6,5,2,4,3,1,1,0,0,0,0,0
2023-sp,"Cole, Todd M",ESE 445,9,17,7,5,1,0,0,1,0,0,0,0,3,0
2023-sp,"Raveendran Nair, Gopu",ETMA 100,5,5,0,9,5,0,0,1,0,0,0,0,2,0
2023-sp,"Raveendran Nair, Gopu",ETMA 234,4,9,0,0,3,0,0,3,0,0,1,0,1,0
2023-sp,"Green-Miller, Angela",ETMA 311,57,16,7,5,7,1,2,1,0,1,2,0,7,0
2023-sp,"Kuhns, Brendan M",ETMA 339,0,34,0,0,8,0,0,3,0,0,2,0,2,1
2023-sp,"Issa, Salah F",ETMA 421,10,16,0,5,9,0,1,0,0,0,1,0,1,0
2023-sp,"Johnson, Travis C",ETMA 439,13,7,2,4,1,0,1,0,0,0,0,0,0,0
2023-sp,"Bilias, Ioannis",ECON 590,15,4,5,4,0,0,0,0,0,0,0,0,0,0
2023-sp,"Elosegui, Pedro L",ECON 517,13,32,1,7,4,0,0,0,0,0,0,0,0,0
2023-sp,"Chen, Xu",ECE 210,8,7,5,10,8,5,13,9,9,4,2,6,7,1
2023-sp,"Chen, Deming",ECE 479,6,8,11,10,4,3,4,1,0,0,0,0,0,0
2023-sp,"Cunningham, Brian T",ECE 416/BIOE 416,10,6,0,2,5,0,1,1,0,0,0,0,1,0
2023-sp,"Moulin, Pierre",ECE 418,4,7,9,4,1,3,2,0,0,0,0,0,0,0
2023-sp,"Moon, Thomas",ECE 420,12,10,6,2,8,0,0,0,0,0,0,0,0,1
2023-sp,"Aggarwal, Anu",ECE 425,1,7,9,6,3,1,3,1,2,1,0,0,0,0
2023-sp,"Haran, Kiruba S",ECE 431,1,21,6,1,6,0,0,2,0,0,0,0,0,0
2023-sp,"Roy Choudhury, Romit",ECE 434,5,30,28,12,6,3,1,0,3,0,0,0,0,0
2023-sp,"Froeter, Paul J",ECE 444,7,5,4,3,4,2,1,0,0,0,2,0,1,0
2023-sp,"Sievers, Dane J",ECE 444,1,13,2,0,4,0,1,1,1,0,0,0,0,0
2023-sp,"Gruev, Viktor",ECE 445,21,117,39,23,14,3,5,1,0,0,0,0,1,0
2023-sp,"Schutt-Aine, Jose E",ECE 451,5,9,3,2,5,1,0,1,0,0,0,0,0,0
2023-sp,"Driggs-Campbell, Katherin",ECE 470/AE 482/ME 445,10,63,7,7,8,3,0,0,0,0,0,0,0,0
2023-sp,"Hanumolu, Pavan Kumar",ECE 483,2,19,5,4,8,2,2,1,2,0,0,0,1,0
2023-sp,"Bera, Anil K",ECON 503,8,26,22,7,4,3,0,0,0,0,0,0,0,0
2023-sp,"Dominguez-Garci, Alejandr",ECE 486,5,14,5,0,15,3,0,3,0,0,1,0,1,0
2023-sp,"Veeravalli, Venugopal V",ECE 490/CSE 441,5,15,9,2,5,0,0,1,2,0,0,0,0,0
2023-sp,"Banerjee, Arijit",ECE 498,14,3,7,0,0,0,0,0,0,0,1,0,0,0
2023-sp,"Lumetta, Steven S",ECE 508/CS 508,2,29,4,3,8,1,0,0,0,0,0,0,1,1
2023-sp,"Salapaka, Srinivasa M",ECE 515/ME 540,2,11,4,3,1,0,0,0,0,0,0,0,0,0
2023-sp,"Huang, Jian",ECE 522,1,21,1,2,0,0,0,0,0,0,0,0,1,0
2023-sp,"Ren, Ling",ECE 526/CS 539,2,5,4,9,1,2,0,2,0,0,1,0,1,0
2023-sp,"Katselis, Dimitrios",ECE 534,10,17,12,4,1,0,0,0,0,0,0,0,0,1
2023-sp,"Jin, Jianming",ECE 540/CSE 530,3,7,3,4,3,0,1,0,0,0,0,0,0,0
2023-sp,"Gupta, Saurabh",ECE 549/CS 543,1,64,15,11,6,4,2,2,0,1,0,1,2,0
2023-sp,"Ambardar, Shivangi",ECON 102,19,35,23,16,17,6,5,5,3,6,3,1,2,0
2023-sp,"Kim, Nam Sung",ECE 411,8,11,17,15,9,14,4,2,3,1,2,0,0,1
2023-sp,"Kindratenko, Volodymyr",ECE 408/CS 483/CSE 408,7,22,24,22,28,12,9,12,5,0,1,2,2,2
2023-sp,"Cheng, Zuofu",ECE 402,7,7,6,2,5,5,2,1,1,0,0,0,0,1
2023-sp,"Smith, Casey J",ECE 395,6,7,3,1,2,2,0,0,0,0,0,0,0,0
2023-sp,"Mironenko, Olga",ECE 210,4,4,8,7,20,10,5,5,8,4,4,2,3,1
2023-sp,"Schmitz, Christopher",ECE 210,5,3,3,13,17,14,12,7,4,4,1,4,4,0
2023-sp,"Bhowmik, Ujjal K",ECE 220,3,12,7,13,9,8,2,3,2,1,2,4,2,0
2023-sp,"Chen, Yuting W",ECE 220,12,33,35,18,13,12,11,7,4,6,1,4,8,0
2023-sp,"Hu, Yih-Chun",ECE 220,4,11,13,11,11,10,9,10,7,2,2,3,9,0
2023-sp,"Liang, Zhi-Pei",ECE 310,2,11,10,2,5,6,1,1,5,0,4,0,1,0
2023-sp,"Moon, Thomas",ECE 310,6,13,15,15,9,5,9,8,4,0,1,0,0,0
2023-sp,"Kraay, Alicia N",CHLH 201,11,5,10,9,5,13,3,2,4,1,0,0,5,1
2023-sp,"Okubo, Ryu",ECE 311,17,34,14,8,2,1,2,1,0,0,0,0,1,0
2023-sp,"Chen, Xu",ECE 313/MATH 362,5,12,11,9,17,15,7,8,7,0,0,0,4,0
2023-sp,"Do, Minh N",ECE 313/MATH 362,7,11,8,5,12,8,7,8,9,0,3,0,1,0
2023-sp,"Shomorony, Ilan",ECE 313/MATH 362,3,17,8,4,20,9,7,10,4,0,2,0,2,1
2023-sp,"Hajek, Bruce",ECE 314,10,28,4,2,0,2,0,0,2,0,0,0,0,0
2023-sp,"Goddard, Lynford L",ECE 329,13,9,4,5,8,4,3,3,1,0,2,0,2,0
2023-sp,"Schuh, Jonathon K",ECE 330,8,22,10,8,12,7,4,5,3,1,2,0,0,0
2023-sp,"Zhang, Richard Y",ECE 330,5,12,5,4,12,2,2,5,2,2,0,0,0,0
2023-sp,"Mironenko, Olga",ECE 333,5,9,23,12,14,10,5,4,1,3,0,0,0,0
2023-sp,"Bogdanov, Simeon",ECE 340,2,5,0,0,10,3,2,8,1,0,1,0,3,0
2023-sp,"Dallesasse, John M",ECE 340,2,12,1,2,6,0,1,10,1,0,4,0,2,0
2023-sp,"Radhakrishnan, Chandrasek",ECE 342,9,40,21,20,12,4,6,4,4,0,2,2,3,0
2023-sp,"Radhakrishnan, Chandrasek",ECE 343,4,15,1,2,1,0,1,0,0,0,0,0,0,0
2023-sp,"Cheng, Zuofu",ECE 385,46,149,35,37,25,11,7,3,1,2,1,1,0,0
2023-sp,"Borisov, Nikita",ECE 391,11,69,26,27,36,7,12,11,5,2,2,0,10,1
2023-sp,"Benete Reis De, Sebastiao",ECON 102,32,35,18,13,9,9,10,6,6,3,3,2,6,1
2023-sp,"Buller, David H",ECON 102,7,8,7,7,9,3,3,8,5,3,3,1,7,0
2023-sp,"Cueva Chavez, Ronald A",ECON 102,33,42,17,16,15,8,4,6,3,6,1,1,0,0
2023-sp,"Da Cunha Rodrig, Flavio A",ECON 303,5,5,1,7,5,4,2,1,2,0,0,0,3,1
2023-sp,"DiIanni, Isaac",ECON 402,5,4,7,12,4,6,6,8,8,3,3,1,1,1
2023-sp,"Marques de Amor, Guilherm",ECON 411,3,5,4,0,2,0,5,1,3,1,0,0,1,0
2023-sp,"Albouy, David Y",ECON 414/FIN 414,3,19,11,7,5,0,1,0,0,0,1,0,1,3
2023-sp,"Buckley, Bryan D",ECON 418,9,16,5,9,10,1,3,0,1,0,0,0,0,0
2023-sp,"Martinez Garcia, Humberto",ECON 425,4,4,2,3,3,0,1,2,0,3,6,0,3,0
2023-sp,"Elosegui, Pedro L",ECON 426,7,19,8,13,6,2,0,0,0,0,0,0,0,1
2023-sp,"Armendariz Buau, Ramses Y",ECON 437,6,6,8,11,17,2,2,0,0,0,0,0,0,0
2023-sp,"Arvind, Aditi",ECON 440/LER 440,11,19,10,3,1,0,2,0,0,0,0,0,0,0
2023-sp,"Borgschulte, Mark",ECON 440/LER 440,3,14,19,11,8,1,2,1,0,0,0,0,1,2
2023-sp,"Sun, Yuanyuan",ECON 447,0,5,9,10,5,8,1,3,1,1,2,2,0,0
2023-sp,"Sun, Yuanyuan",ECON 448,2,12,6,2,9,5,5,2,4,0,2,1,1,0
2023-sp,"Akresh, Richard S",ECON 450,0,9,2,3,6,0,0,3,0,0,2,0,2,1
2023-sp,"Lee, JiHyung",ECON 460,27,21,1,1,1,1,1,0,0,0,0,0,0,0
2023-sp,"Rodrigues Silva, Daniel",ECON 471,6,9,5,3,3,0,1,1,1,0,0,0,1,0
2023-sp,"Shea, Joshua",ECON 471,3,9,8,12,10,7,1,2,4,0,2,0,0,0
2023-sp,"Lee, JiHyung",ECON 472,21,21,1,5,1,0,0,0,0,0,0,0,0,1
2023-sp,"Xie, Shihan",ECON 475,2,5,6,6,2,7,1,3,0,0,1,1,0,2
2023-sp,"Schultz, Colleen",ECON 484,1,23,1,2,3,0,0,0,0,0,3,0,0,0
2023-sp,"Bhardwaj, Sakshi",ECON 490,5,10,4,3,4,0,0,1,0,1,0,0,0,0
2023-sp,"Cenerini, Francesco",ECON 490,9,3,3,1,4,1,0,0,0,0,0,0,1,0
2023-sp,"Garin, Andrew L",ECON 490,3,25,6,4,2,1,0,0,0,0,0,0,0,0
2023-sp,"Vazquez, Jose J",ECON 490,21,20,11,9,2,0,0,1,0,1,0,0,0,0
2023-sp,"Bilias, Ioannis",ECON 491,11,10,9,7,8,6,1,0,2,0,0,0,0,1
2023-sp,"Okada Da Silva, Vinicius",ECON 303,4,12,8,11,7,9,4,3,2,3,1,1,1,2
2023-sp,"Bao, Yue",ECON 303,8,8,7,9,9,7,4,2,5,3,0,1,2,0
2023-sp,"Dee, Ethan A",ECON 102,14,25,12,7,7,7,3,1,1,1,0,1,0,0
2023-sp,"Velentzas, Theodoros",ECON 302,1,3,2,6,4,3,1,2,0,0,1,1,2,1
2023-sp,"Hardiman, Allen",ECON 102,18,11,11,9,9,3,1,4,0,3,2,4,3,0
2023-sp,"Jung, Youngjoo",ECON 102,9,14,7,5,8,4,2,7,3,2,2,0,7,1
2023-sp,"Oh, Namgyoon",ECON 102,35,40,28,11,18,9,3,5,3,3,2,0,0,0
2023-sp,"Salehi, Mohamadreza",ECON 102,19,15,11,13,15,7,4,8,6,4,4,2,9,1
2023-sp,"Tang, Chenxi",ECON 102,25,21,19,8,16,6,5,7,8,5,4,3,10,0
2023-sp,"Yi, Minh Joo",ECON 102,23,40,18,20,14,8,8,6,6,5,3,1,0,0
2023-sp,"Adohinzin, Wilfried Doria",ECON 103,24,52,21,20,17,5,8,2,1,0,0,2,0,0
2023-sp,"Cho, Minyoung",ECON 103,4,7,4,1,1,0,1,1,0,0,1,0,2,0
2023-sp,"Gholizadeh, Nasim",ECON 103,46,61,26,13,12,3,2,2,0,0,1,1,1,0
2023-sp,"Jung, Youngwook",ECON 103,21,29,14,9,8,1,1,0,1,2,0,0,2,0
2023-sp,"Liu, Yiqiu",ECON 103,25,36,12,10,13,2,7,5,0,2,1,0,3,1
2023-sp,"Liu, Zichang",ECON 103,30,24,22,11,12,8,3,2,0,0,0,0,1,0
2023-sp,"Morais Santos, Italo",ECON 103,30,41,23,13,7,4,2,3,1,2,0,0,1,0
2023-sp,"Niu, Mukun",ECON 103,34,59,26,18,14,2,4,2,0,0,1,0,3,0
2023-sp,"Sun, Zhendong",ECON 103,33,49,19,15,16,2,2,5,0,0,2,0,0,0
2023-sp,"Chen, Zhuo",ECON 202,1,24,11,2,17,13,2,15,0,1,0,7,6,1
2023-sp,"Bao, Yu",ECON 203,1,16,12,11,15,7,8,6,4,2,2,2,1,0
2023-sp,"Han, Yuqing",ECON 203,1,3,3,5,5,3,2,2,4,0,0,0,0,0
2023-sp,"Shao, Dongning",ECON 203,0,8,8,7,9,8,8,5,6,2,3,1,0,0
2023-sp,"Zhou, Kang",ECON 203,6,11,5,3,8,5,5,5,2,0,0,0,3,0
2023-sp,"De Souza Godeli, Arthur",ECON 302,9,3,3,9,9,5,5,4,4,2,2,2,6,1
2023-sp,"Kim, Sarah J",ECON 302,11,14,7,3,8,15,8,13,8,8,7,4,16,0
2023-sp,"Molina Gonzalez, Cristhia",ECON 302,7,4,8,2,5,3,8,7,2,2,3,2,7,0
2023-sp,"Hale, Timothy",CHLH 203,13,12,5,6,0,0,0,0,0,0,0,1,0,0
2023-sp,"Jackson, Nicholas E",CHEM 442,0,10,2,4,6,4,2,1,0,0,1,0,0,0
2023-sp,"Woodson, Markisha J",CHLH 200,0,109,61,34,28,19,3,15,4,0,5,0,30,1
2023-sp,"Maldonado, Korinta",AIS 285,12,6,1,1,0,1,0,0,1,3,0,0,0,0
2023-sp,"Lembeck, Michael F",AE 498,0,24,10,7,8,1,0,0,0,0,0,0,0,0
2023-sp,"Eggl, Siegfried",AE 502,15,2,2,3,1,1,0,0,2,0,0,1,0,0
2023-sp,"Ornik, Melkior",AE 504,2,8,4,2,6,1,1,4,1,0,0,0,0,1
2023-sp,"Ansell, Phillip J",AE 515,2,12,3,0,2,2,2,0,0,0,0,0,0,1
2023-sp,"Bailey, Ronald W",AFRO 100,14,7,2,3,1,3,0,2,3,2,2,0,4,0
2023-sp,"Lawton, Bishop W",AFRO 101/HIST 174,0,4,3,2,4,2,0,3,0,0,0,0,4,0
2023-sp,"Meyers, John P",AFRO 132,2,30,22,18,14,12,7,1,1,0,1,0,2,0
2023-sp,"Meyers, John P",AFRO 228,0,20,3,1,1,1,1,0,0,0,0,0,0,0
2023-sp,"O'Byrn, Edward E",AFRO 378/HIST 389,3,16,4,2,0,1,0,0,1,0,1,0,1,0
2023-sp,"Roberts, Owen A",AGCM 220/ENVS 220/NRES 220,14,9,5,2,0,0,0,0,0,2,0,1,0,0
2023-sp,"Roberts, Owen A",AGCM 420,0,6,11,4,1,0,0,0,0,0,0,0,0,0
2023-sp,"Pyle, Kai",AIS 285,6,13,0,1,3,0,0,0,0,0,1,0,0,0
2023-sp,"Hagstrom, Debra",ANSC 256,0,5,1,2,7,0,0,3,0,1,0,0,8,1
2023-sp,"Rosch, David M",ALEC 490,14,12,4,0,0,0,1,0,1,0,0,0,0,0
2023-sp,"Rosch, David M",ALEC 491,13,5,1,0,1,0,0,0,0,0,0,0,1,0
2023-sp,"Rosch, David M",ALEC 492,9,7,4,0,1,0,0,0,0,0,0,0,1,0
2023-sp,"Harsh, Bailey N",ANSC 100,0,20,2,0,6,0,0,3,0,0,0,0,0,0
2023-sp,"Dilger, Anna C",ANSC 101,2,138,0,0,28,0,0,0,0,0,1,0,0,0
2023-sp,"Parsons, Carl M",ANSC 205,46,7,1,2,3,5,5,0,0,1,0,0,0,0
2023-sp,"Fischer-Brown, Amy E",ANSC 207,24,112,53,16,38,14,19,13,6,7,5,5,9,1
2023-sp,"Harsh, Bailey N",ANSC 210,0,81,0,0,2,0,0,0,0,0,0,0,0,0
2023-sp,"Dilger, Ryan N",ANSC 223,1,100,0,23,39,0,4,9,0,1,2,0,0,0
2023-sp,"Miller, David J",ANSC 224,17,17,23,18,12,21,13,22,12,1,5,4,2,1
2023-sp,"Richardson, Sarah D",ANSC 250,95,161,35,18,11,2,3,9,3,1,2,0,5,0
2023-sp,"Chasiotis, Ioannis",AE 461,1,31,41,23,18,6,2,2,0,0,0,0,0,0
2023-sp,"Merret, Jason M",AE 443,0,12,17,8,6,0,0,0,0,0,0,0,0,0
2023-sp,"Lembeck, Michael F",AE 443,0,23,24,15,24,1,0,0,0,0,0,0,0,0
2023-sp,"Rovey, Joshua L",AE 435,0,5,4,2,7,5,1,4,3,0,5,0,0,1
2023-sp,"Clifton, Dionne J",ADV 320,46,25,9,7,2,3,5,1,1,0,0,1,3,1
2023-sp,"Vance, Allison C",ADV 350,4,11,2,1,1,0,1,0,2,1,0,0,0,0
2023-sp,"Clifton, Dionne J",ADV 370,50,16,8,8,5,5,4,3,0,2,2,1,10,1
2023-sp,"Sheldon, Peter S",ADV 390,0,30,11,15,10,19,4,3,0,0,0,1,0,0
2023-sp,"Wang, Yanyun",ADV 393,22,33,4,1,1,1,1,0,0,0,1,0,0,0
2023-sp,"Kasdan, Terry P",ADV 409,15,8,1,4,1,1,0,0,0,0,0,0,0,0
2023-sp,"Peacock, Marisa C",ADV 410,11,14,3,3,2,1,0,0,0,0,0,0,0,0
2023-sp,"Kim, Woo Jin",ADV 460,0,10,12,3,3,0,1,0,0,0,0,0,0,0
2023-sp,"Lee, Dongchan",ADV 460,0,19,16,5,7,1,3,1,1,0,1,0,1,0
2023-sp,"Maslowska, Ewa H",ADV 461,3,5,9,1,2,0,0,1,0,0,0,0,0,0
2023-sp,"Wise, Kevin R",ADV 483,3,11,16,21,25,9,10,8,2,3,0,0,2,0
2023-sp,"Muirhead, Susan P",ADV 490,15,3,1,0,1,0,0,1,0,0,0,0,1,0
2023-sp,"Laystrom-Woodar, Julia K",AE 140,6,60,10,5,4,6,2,3,1,0,1,0,1,0
2023-sp,"Wroblewski, Gabrielle E",AE 202,90,34,4,3,4,1,0,1,0,0,0,0,0,1
2023-sp,"Saxton-Fox, Theresa A",AE 311,3,7,4,2,3,2,0,1,0,0,2,0,2,0
2023-sp,"Panerai, Francesco",AE 312,3,20,10,14,22,14,9,6,5,3,3,2,3,0
2023-sp,"Khanbolouki, Pouria",AE 321,2,9,2,5,3,6,2,3,3,3,1,1,4,0
2023-sp,"Lambros, John",AE 323,1,14,2,3,28,5,3,21,8,4,7,0,8,0
2023-sp,"Langbort, Cedric",AE 352,6,7,8,7,7,3,7,3,6,0,1,1,0,0
2023-sp,"Bretl, Timothy W",AE 353,0,47,33,19,12,4,2,2,0,0,1,0,1,0
2023-sp,"Goza, Andres J",AE 370,4,67,29,13,8,2,0,0,4,3,0,2,2,0
2023-sp,"Wroblewski, Gabrielle E",AE 419,20,27,2,2,2,0,1,0,0,0,0,0,0,0
2023-sp,"Levin Fliflet, Deborah",AE 434,0,3,1,15,3,3,0,2,2,0,0,0,0,1
2023-sp,"Shike, Daniel W",ANSC 255,8,30,0,5,3,0,2,1,0,0,0,0,0,0
2023-sp,"Jones-Hamlow, Katelyn A",ANSC 298,0,63,0,0,10,0,0,3,0,0,1,0,4,0
2023-sp,"Peterson, Nora E",CHLH 126,15,6,4,0,0,0,0,1,0,0,0,0,0,0
2023-sp,"Pawlikowski, James J",ARCH 595,3,4,9,4,4,1,0,0,0,0,0,0,0,0
2023-sp,"Uihlein, Marci",ARCH 232,12,11,10,14,8,6,9,7,2,1,1,4,4,1
2023-sp,"Melgarejo De Be, Andrea L",ARCH 274,7,16,9,13,7,12,4,6,2,3,0,1,3,0
2023-sp,"Leslie, Thomas W",ARCH 403,7,12,2,5,0,0,0,0,0,0,0,0,0,0
2023-sp,"Lapunzina, Alejandro",ARCH 409,1,7,9,7,2,1,0,0,0,0,0,0,0,0
2023-sp,"Johnson, Tait R",ARCH 416,1,2,5,2,5,5,1,1,0,0,0,3,0,0
2023-sp,"Inserra, Dana M",ARCH 435,1,18,17,10,12,13,5,2,4,2,3,1,0,0
2023-sp,"Lapunzina, Alejandro",ARCH 468,0,3,4,7,5,4,4,1,0,0,0,0,0,0
2023-sp,"Bross, Benjamin A",ARCH 517,10,12,14,8,10,9,1,2,0,0,0,0,0,0
2023-sp,"Boubekri, Mohamed",ARCH 537,5,29,16,12,6,1,1,1,0,0,0,0,0,0
2023-sp,"Deutsch, Randall",ARCH 593,22,14,4,2,0,1,0,0,0,0,0,0,0,0
2023-sp,"Aminmansour, Abbas",ARCH 595,13,3,8,4,3,2,4,5,1,0,1,0,2,0
2023-sp,"Salamanca Garci, Juan M",ARTD 218,11,11,2,0,1,0,0,0,0,0,0,0,0,0
